id,name,relationship,relative,relativename
Q100243112,Philippe Lecourtier,child,Q33122330,Christophe Lecourtier
Q101410,François Fillon,mother,Q27918451,Anne Fillon
Q101410,François Fillon,sibling,Q27887563,Dominique Fillon
Q101410,François Fillon,sibling,Q27915682,Pierre Fillon
Q101410,François Fillon,spouse,Q27898910,Penelope Fillon
Q10287,Manuel Valls,father,Q328956,Xavier Valls
Q10287,Manuel Valls,mother,Q16659099,Luisangela Galfetti
Q10287,Manuel Valls,relative,Q117481,Aurelio Galfetti
Q10287,Manuel Valls,relative,Q11928764,Josep Maria Valls i Vicens
Q10287,Manuel Valls,relative,Q3442563,Roser Capdevila i Valls
Q10287,Manuel Valls,relative,Q59362807,Magí Valls i Martí
Q10287,Manuel Valls,relative,Q6745106,Manuel Valls i Gorina
Q10287,Manuel Valls,sibling,Q42310238,Giovanna Valls
Q10287,Manuel Valls,spouse,Q16012814,Anne Gravoin
Q10287,Manuel Valls,spouse,Q16659297,Nathalie Soulié
Q10287,Manuel Valls,spouse,Q98490864,Susana Gallardo
Q107358871,Flavie Collard,father,Q1922673,Gilbert Collard
Q107358871,Flavie Collard,mother,Q58178378,Anne-Marie Collard
Q108702159,Mélanie Vogel,partner,Q1386500,Terry Reintke
Q1103356,Sylvie Andrieux,father,Q2853592,Antoine Andrieux
Q1103356,Sylvie Andrieux,spouse,Q3168350,Jean-Paul Bacquet
Q117340,François de Rugy,partner,Q63455920,Emmanuelle Bouchaud
Q11984595,Nicole Belloubet,spouse,Q53869141,Pierre-Laurent Frier
Q12280643,Yves Saint-Geours,father,Q24718599,Jean Saint-Geours
Q12280643,Yves Saint-Geours,sibling,Q3090181,Frédéric Saint-Geours
Q12280643,Yves Saint-Geours,sibling,Q33289074,Jean-Philippe Saint-Geours
Q1238159,Dominique Baudis,father,Q3383897,Pierre Baudis
Q1285501,Esther Benbassa,spouse,Q3164722,Jean-Christophe Attias
Q12927,Marine Le Pen,child,Q67446459,Jehanne Chauffroy
Q12927,Marine Le Pen,child,Q67446554,Mathilde Chauffroy
Q12927,Marine Le Pen,child,Q67446608,Louis Chauffroy
Q12927,Marine Le Pen,father,Q7177,Jean-Marie Le Pen
Q12927,Marine Le Pen,mother,Q15730863,Pierrette Lalanne
Q12927,Marine Le Pen,partner,Q3261014,Louis Aliot
Q12927,Marine Le Pen,relative,Q292458,Marion Maréchal
Q12927,Marine Le Pen,sibling,Q15730860,Yann Le Pen
Q12927,Marine Le Pen,sibling,Q3291581,Marie-Caroline Le Pen
Q12927,Marine Le Pen,spouse,Q42416205,Éric Iorio
Q12927,Marine Le Pen,spouse,Q67443931,Franck Chauffroy
Q12928,Hélène Geoffroy,spouse,Q54892550,Joël Mathurin
Q12931,Bernard Perrut,father,Q3082008,Francisque Perrut
Q12946,Michel Rocard,child,Q3081663,Francis Rocard
Q12946,Michel Rocard,father,Q325711,Yves Rocard
Q12946,Michel Rocard,spouse,Q50384376,Geneviève Poujol
Q12957,Raymond Barre,spouse,Q48991121,Eve Barre
Q12963,François Bayrou,child,Q48223191,Agnès Bayrou
Q131660,Dominique de Villepin,child,Q109829632,Victoire de Villepin
Q131660,Dominique de Villepin,child,Q109829671,Arthur de Villepin
Q131660,Dominique de Villepin,child,Q3292808,Marie de Villepin
Q131660,Dominique de Villepin,father,Q1432745,Xavier de Villepin
Q131660,Dominique de Villepin,mother,Q109829699,Yvonne Hétier
Q131660,Dominique de Villepin,sibling,Q16669205,Patrick de Villepin
Q131660,Dominique de Villepin,sibling,Q47508698,Véronique Albanel
Q131660,Dominique de Villepin,spouse,Q625927,Marie-Laure de Villepin
Q1324990,William Dumas,father,Q62084103,Léopold Dumas
Q1324990,William Dumas,sibling,Q61959204,Gérard Dumas
Q1353605,Pascal Clément,father,Q3288808,Marcel Clément
Q1353605,Pascal Clément,spouse,Q71194967,Laure de Choiseul-Praslin
Q1383590,Patrick Devedjian,child,Q33109319,Thomas Devedjian
Q1383590,Patrick Devedjian,father,Q89125453,Roland Devedjian
Q1383590,Patrick Devedjian,relative,Q1729135,Karekin Deveciyan
Q1383590,Patrick Devedjian,spouse,Q88940154,Sophie Vanbremeersch
Q1394083,François Léotard,father,Q2848204,André Léotard
Q1394083,François Léotard,sibling,Q155493,Philippe Léotard
Q1470586,Xavier Darcos,spouse,Q33198351,Laure Darcos
Q152905,Jean-Claude Trichet,father,Q47517277,Jean Trichet
Q1534217,Charles de la Verpillière,father,Q3122257,Guy de La Verpillière
Q157,François Hollande,child,Q16783695,Julien Hollande
Q157,François Hollande,child,Q16783697,Flora Hollande
Q157,François Hollande,child,Q16783700,Thomas Hollande
Q157,François Hollande,child,Q16783701,Clémence Hollande
Q157,François Hollande,father,Q16354870,Georges Hollande
Q157,François Hollande,mother,Q16354867,Nicole Tribert
Q157,François Hollande,partner,Q230539,Valérie Trierweiler
Q157,François Hollande,partner,Q435925,Julie Gayet
Q157,François Hollande,partner,Q81923,Ségolène Royal
Q157,François Hollande,sibling,Q16354873,Philippe Hollande
Q16007948,Éric Piolle,father,Q55088760,Xavier Piolle
Q16007948,Éric Piolle,mother,Q55089006,Marie-Geneviève Ayçaguer
Q1617291,"Pierre Durand, Jr.",father,Q3384876,Pierre Durand
Q16637124,François Kalfon,spouse,Q28782627,Anne Hommel
Q1685859,Jean Tiberi,spouse,Q3570838,Xavière Tiberi
Q17174898,Dominique Bilde,child,Q19606880,Bruno Bilde
Q18202577,François Bonhomme,father,Q15973787,Jean Bonhomme
Q18202580,Jean-Pierre Vogel,spouse,Q65606178,Géraldine Vogel
Q182786,Hervé Gaymard,spouse,Q2975487,Clara Gaymard
Q187099,Lionel Jospin,child,Q110249970,Hugo Jospin
Q187099,Lionel Jospin,child,Q23688633,Eva Jospin
Q187099,Lionel Jospin,father,Q3435549,Robert Jospin
Q187099,Lionel Jospin,mother,Q3315976,Mireille Jospin
Q187099,Lionel Jospin,sibling,Q536564,Noëlle Châtelet
Q187099,Lionel Jospin,spouse,Q110249945,Élisabeth Dannenmuller
Q187099,Lionel Jospin,spouse,Q3507241,Sylviane Agacinski
Q18744905,Philippe Olivier,child,Q109855685,Nolwenn Olivier
Q18744905,Philippe Olivier,spouse,Q3291581,Marie-Caroline Le Pen
Q1922673,Gilbert Collard,child,Q107358871,Flavie Collard
Q1922673,Gilbert Collard,sibling,Q33180373,Jehanne Collard
Q1922673,Gilbert Collard,spouse,Q58178378,Anne-Marie Collard
Q19606880,Bruno Bilde,mother,Q17174898,Dominique Bilde
Q19606880,Bruno Bilde,partner,Q3497810,Steeve Briois
Q1967563,Charles-Ange Ginésy,father,Q2959215,Charles Ginésy
Q1967590,Françoise Dumas,father,Q61959204,Gérard Dumas
Q19956565,Pascal Martin,father,Q2848256,André Martin
Q2020016,Jean-Paul Alduy,child,Q28937717,Cécile Alduy
Q20556667,Cécile Pozzo di Borgo,father,Q52178334,Jean Mouton-Brady
Q206327,Bernard Kouchner,child,Q104661508,Camille Kouchner
Q206327,Bernard Kouchner,child,Q104670299,Alexandre Kouchner
Q206327,Bernard Kouchner,child,Q33103297,Julien Kouchner
Q206327,Bernard Kouchner,child,Q98095229,Antoine Kouchner
Q206327,Bernard Kouchner,father,Q62566458,Georges Kouchner
Q206327,Bernard Kouchner,spouse,Q3592790,Évelyne Pisier
Q20807844,Marlène Schiappa,father,Q3167484,Jean-Marc Schiappa
Q20807844,Marlène Schiappa,spouse,Q50377097,Cédric Bruguière
Q20882460,Marie Le Vern,father,Q2830013,Alain Le Vern
Q20995386,Anne Chain-Larché,father,Q3159263,Jacques Larché
Q2105,Jacques Chirac,child,Q15529521,Laurence Chirac
Q2105,Jacques Chirac,child,Q2977194,Claude Chirac
Q2105,Jacques Chirac,father,Q16354565,François Chirac
Q2105,Jacques Chirac,mother,Q16354830,Marie-Louise Valette
Q2105,Jacques Chirac,spouse,Q431115,Bernadette Chirac
Q2124,Valéry Giscard d'Estaing,child,Q3131194,Henri Giscard d'Estaing
Q2124,Valéry Giscard d'Estaing,child,Q3262045,Louis Giscard d'Estaing
